0,NUMBER OF WEAPON SLOTS LEFT: 4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,1,1,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
0,NAME,,,CORE,,,,,,,,,,,,,,,,,,,TYPE,,,,,,,Level,,,,,Damage,,,,,,Ammo,,,,,,,,,,,,Speed,,,,,,,,Area Of Effect,,,,,,Accuracy,,,,,,,,,,,,Ammo Effects,,,,,,,,,Lock On,,,,,,,,,,,,,,,Energy,,,,,,Description,,,,,,,,,,,,Misc,,,,,,,,,,,,Secondary,,,,,,,,,,,,,,,,,,,,Melee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombing Plan,,,,,,Vehicle Core Stats,,,,,,,,,,,,,,,,,,,,,,TRACKS MOBILITY,,,,,,WHEELED MOBILITY,,,,HELICOPTER MOBILITY,,,,,,,CRAWLER MOBILITY,,,,,,M  E  C  H       M  O  B  I  L  I  T  Y,,,,,,,,,,,,,,,,,,,,,,Indexes,,,,,,,,,,,,,,,Resources,,,,,,,,,,Additional Calculations,,,,,,ROUNDINGS,,,,,,,,,,,,,,,,,,,,,,Cosmetic,,,,,,,,UI ORDERING,,,,
0,ID,NewName,DamagePerHit,sDPSMultiplier,FireCount,FireHits,BurstCount,AmmoCount,ReloadTime,AttackInterval,BurstInterval,Target Projectile Speed,Range,Real Accuracy (Screen Circle Diameter),Real Fire Spread Width,ZoomFactor,GravityFactor,TargetAoE,Piercing?,ProjectileLifetimeSetting,SpreadType,SecondaryFireType?,Catagory,Type,OldID,OldName,NewBase,Working,,Level,OldLevel,LevelScaling,Obtainable Type,Difficulty Obtainable,DPSStatTarget,Old Damage,sDPSTarget,DamagePerSecondBeforeReload/Recharge(DPS),SustainedDamagePerSecond(sDPS),TotalDamagePerShot(AssumingNoMisses),StartingReloadFactor,AmmoClass,FreePassiveReload,CreditReload,CreditReloadTime(Seconds),ResourceSpentPerAttack,AmmoSize,AmmoLifetime,ReloadType,RealReload(Seconds),TotalDamageBeforeReload/Recharge,AttackTimeBeforeReload/Recharge,HitImpulseAdjust,RealProjectileSpeed(m/s),RealAttacksPerSecond,RealBurstRate,BurstTime,AveragedRealFireRate,AveragedAttackSpeedIncludingReloads,AmmoSpeed,RealExplosionType,AreaOfEffect,ExplosionType,Damage-To-AreaScore,sDPS-To-AreaScore,"Area Effected Per Second
(Metres squared, no overlap)",VectorSetting,FireVectorX,FireVectorZ,FireVectorY,AmmoHitboxAdjustment,MovementInheritance,FireSpreadWidth,AccuracyReduction,LightningInitalNoise,LightningCurveNoise,LightningRandomVelocity,LightningModifier,SplendorSize,SplendorSpreadH,SplendorSpreadV,SplendorSpreadVOffset,LightningBounceFactor,RealSplendorSpeed(m/s),SplendorLifetime,SplendorSpeed,RealSplendorLifetime(Seconds),LockOnAngleH,LockOnAngleV,LockOnFailedTime,LockOnHoldTime,LockOnRange,LockOnTargetType,LockOnTime,LockOnActive,LockOnAutoTimeOut,LockOnDistributionType,Total Locks,Averaged Lock & Fire Rate,Real Lock On Time (Seconds),Attack Time Including Lock On,Locks Per Second,TargetEnergyConsumptionPerReload,EnergyChargeRequirement,Energy Draw Per Second,FireTimeUntillEmergencyRecharge,DamagetoEnergyEfficiency,sDPSIncludingEmergencyRecharge,Description,PersonalisedDirection,PersonalisedCatagory,PersonalisedVariety,PersonalisedTier,Cat,Var,Tier,ShowDPS?,ShowSDPS?,JapaneseName,ChineseName,Detector?,Healing?,Timer?,Duplicate?,NewCategory,DuplicateCategory,DupeID,DupeBase,OfficalDupeSoldier,OfficalDupeCat,UnlockState,CategoryID,SecondaryShotAoE,SecondaryAmmoCount,SecondaryShotCount,SecondaryProjectileInterval,SecondarySpreadAngle,SecondarySpreadTypeFlag,SummonLeadTime,FuseTime,SecondaryProjectileSpeed,SecondaryProjectileAcceleration,SecondaryProjectileSize,SecondaryProjectileLifetime,SecondaryTurnSpeed,SecondaryLockTime,SecondaryLockRange,SecondaryLockNumber,SecondarySearchRange,SecondaryDuration,SecondaryEngineIgniteDelay,SecondaryFlyStraightTime,DamageTakenMultiplier,NumOfAttacks,AttackOneBaseFrames,AttackTwoBaseFrames,AttackThreeBaseFrames,AttackOneAnimationType,AttackOneAnimationSpeedMult,AttackOneChargeFrames,AttackOneDamageMult,AttackOneAmmoSizeMult,AttackOneAmmoLifeMult,AttackTwoAnimationType,AttackTwoAnimationSpeedMult,AttackTwoChargeFrames,AttackTwoDamageMult,AttackTwoFireCount,AttackTwoAmmoSizeMult,AttackTwoAmmoLifeMult,AttackTwoFireAngle,AttackTwoFireSpread,AttackThreeAnimationType,AttackThreeAnimationSpeedMult,AttackThreeChargeFrames,AttackThreeDamageMult,AttackThreeFireCount,AttackThreeAmmoSizeMult,AttackThreeAmmoLifeMult,AttackThreeFireAngle,AttackThreeFireSpread,FinalAttackOneFrames,FinalAttackTwoFrames,FinalAttackThreeFrames,FinalAttackOneDamage,FinalAttackOneRange,FinalAttackTwoDamage,FinalAttackTwoRange,FinalAttackThreeDamage,FinalAttackThreeRange,BombingPlanPlaneCount,BombingPlanPlaneHeight,BombingPlanPlaneSpeed,BombingPlanPlaneInterval,BombingPlanDropDistance,BombingPlanInitialUpwardSpeed,HP Modifier,HP Rounding,BaseHP,HPClass,TargetHP,HPmult,HPResult,Damage Modifer,Number of Weapon Hardpoints,Maximum Crew,Weapons To Crew Ratio,DMGmult,VType,MobilityType,Vehicle Base,Vbase,VWepBase1,VWepBase2,VWepBase3,VWepBase4,VWepBase5,VWepBase6,TankGrip,TankAcc,TankWeight,TankTurnSpeed,TankTurnFriction,TankSuspension,WheelGrip,WheelWeight,WheelAccFriction,WheelAcc,HeliMaxSpeedH,HeliAccH,HeliYawMaxSpeed,HeliYawAcc,HeliAccV,HeliMaxTilt,HeliTiltSpeed,CrawlSpeed,CrawlTurnSpeed,CrawlJumpAniSpeed,CrawlJumpAcc,CrawlJumpAngle,CrawlDodgeAniSpeed,MechMaxSpeed,MechAcc,MechLegTurnRate,MechLegTurnAcc,MechJumpHeight,MechJumpAniSpeed,MechJumpAngle,MechThrusterDuration,MechThrusterStrength,MechThrusterDelay,MechUpperTurnRate,MechUpperTurnAcc,MechUpperTurnFriction,MechLeftArmTurnRate,MechLeftArmTurnAcc,MechLeftArmTurnFriction,MechRightArmTurnRate,MechRightArmTurnAcc,MechRightArmTurnFriction,MechMiddleTurnRate,MechMiddleTurnAcc,MechMiddleTurnFriction,IndexValue1,Index1_1,Index1_2,IndexValue2,Index2_1,Index2_2,IndexValue3,Index3_1,Index3_2,IndexValue4,Index4_1,Index4_2,IndexValue5,Index5_1,Index5_2,Res0,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,Real Total Ammo,Real Fire Rate,Real Fire Shot Count,Real Fire Hit Count,Real Reload Time,Real Fire Time Before Reload,DamageR,FireCountR,FireHitsR,BurstCountR,AmmoCountR,SecondaryShotAoER,SecondaryAmmoCountR,SecondaryShotCountR,SecondaryProjectileIntervalR,SecondaryProjectileSpeedR,SecondaryTurnSpeedR,SecondarySearchRangeR,RealSplendorSpeed(m/s)R,ReloadTimeR,AttackIntervalR,BurstIntervalR,Target Projectile SpeedR,RangeR,TargetAoER,Real Accuracy (Screen Circle Diameter)R,GravityFactorR,Real Fire Spread WidthR,ColourSetting,AmmoColourR,AmmoColourG,AmmoColourB,AmmoColourAlpha,ReloadAnimation,BaseAnimation,ChangeAnimation,PlaceAfter,PlaceBefore,NewID,Soldier,OfficialCat
0,ASSAULT RIFLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AssultRifle01,AF14,15,100.00%,1,1,1,60,120,3,0,860,300,5,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,AssultRifle01,AF14,,,,0,0,0,Game Start,Normal,Primary,,150,300,180,15,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,2,900,3,0.2,860,20,N/A,0,20,12,14.33333333,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0436332313,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 300|     Sustained Damage Per Second: 180|     Damage Per Shot: 15|     Fire Rate: 20/sec|     Ammo Capacity: 60|     Reload: 20sec|     Accuracy: 5 Degrees Spread|     Range: Ballistic|     Projectile Speed: 860m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This version is a direct-to-manufacture model based on the original prototype.  While unrefined compared to later models it is cheap to build en mass and has a proven record against the Giant Insects 8 years ago.",,,,,Cat 1,Var 0,BT,Yes,Yes,AF14,AF14,0,No,No,No,0,0,N/A,N/A,N/A,N/A,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,1,1,2,3,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,FIRST,NewWep2,1,ranger,assault
1,NewWep2,AF15,20,100.00%,1,1,1,60,120,3,0,860,300,5,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,,,AssultRifle01,,,4,0,4.165289256,Obtainable,Normal,Primary,,226,400,240,20,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,2,1200,3,0.2,860,20,N/A,0,20,12,14.33333333,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0436332313,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 400|     Sustained Damage Per Second: 240|     Damage Per Shot: 20|     Fire Rate: 20/sec|     Ammo Capacity: 60|     Reload: 20sec|     Accuracy: 5 Degrees Spread|     Range: Ballistic|     Projectile Speed: 860m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This version is a direct-to-manufacture model based on the original prototype.  While unrefined compared to later models it is cheap to build en mass and has a proven record against the Giant Insects 8 years ago.",,,,,Cat 1,Var 0,BT,Yes,Yes,AF15,AF15,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,1,1,2,3,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,AssultRifle01,AssultRifle_18K,2,ranger,assault
1,AssultRifle_18K,AF16,25,100.00%,1,1,1,60,120,3,0,860,300,5,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,AssultRifle_18K,AF15,,,,9,7,9.223140496,Obtainable,Normal,Primary,,321,500,300,25,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,2,1500,3,0.2,860,20,N/A,0,20,12,14.33333333,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0436332313,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 500|     Sustained Damage Per Second: 300|     Damage Per Shot: 25|     Fire Rate: 20/sec|     Ammo Capacity: 60|     Reload: 20sec|     Accuracy: 5 Degrees Spread|     Range: Ballistic|     Projectile Speed: 860m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This model has had some minor tweaks and refinements made somewhat improving it's performance compared to the original model.",,,,,Cat 1,Var 0,LMT,Yes,Yes,AF16,AF16,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,1,1,2,3,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,NewWep2,Weapon008,3,ranger,assault
1,Weapon008,AF17,35,100.00%,1,1,1,60,120,3,0,860,300,5,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,Weapon008,AF16,,,,15,12,15.17355372,Obtainable,Normal,Primary,,435,700,420,35,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,2,2100,3,0.2,860,20,N/A,0,20,12,14.33333333,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0436332313,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 700|     Sustained Damage Per Second: 420|     Damage Per Shot: 35|     Fire Rate: 20/sec|     Ammo Capacity: 60|     Reload: 20sec|     Accuracy: 5 Degrees Spread|     Range: Ballistic|     Projectile Speed: 860m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This is an enhanced model compared to the original design featuring overall better performance.",,,,,Cat 1,Var 0,MT,Yes,Yes,AF17,AF17,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,1,1,2,3,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,AssultRifle_18K,Weapon011,4,ranger,assault
1,Weapon011,AF18,45,100.00%,1,1,1,60,120,3,0,860,300,5,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,Weapon011,AF17,,,,22,18,22.01652893,Obtainable,Normal,Primary,,568,900,540,45,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,2,2700,3,0.2,860,20,N/A,0,20,12,14.33333333,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0436332313,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 900|     Sustained Damage Per Second: 540|     Damage Per Shot: 45|     Fire Rate: 20/sec|     Ammo Capacity: 60|     Reload: 20sec|     Accuracy: 5 Degrees Spread|     Range: Ballistic|     Projectile Speed: 860m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||Major overhauls have been made to this weapon's design resulting in serious improvements in performance.",,,,,Cat 1,Var 0,UMT,Yes,Yes,AF18,AF18,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,1,1,2,3,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,Weapon008,Weapon012,5,ranger,assault
1,Weapon012,AF19,55,100.00%,1,1,1,75,110,3,0,900,330,4.75,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,Weapon012,AF18,,,,29,23,29.75206612,Obtainable,Hard,Primary,,725,1100,738.8059701,55,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,1.833333333,4125,3.75,0.2,900,20,N/A,0,20,13.43283582,15,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.04145156973,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 1100|     Sustained Damage Per Second: 738.8059701|     Damage Per Shot: 55|     Fire Rate: 20/sec|     Ammo Capacity: 75|     Reload: 20sec|     Accuracy: 4.75 Degrees Spread|     Range: Ballistic|     Projectile Speed: 900m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This is an enhanced model compared to the original design featuring overall better performance.",,,,,Cat 1,Var 0,MT,Yes,Yes,AF19,AF19,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,20,1,1,1.833333333,3.75,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,Weapon011,NewWep7,6,ranger,assault
1,NewWep7,AF20,70,100.00%,1,1,1,75,110,3,0,900,330,4.75,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,,,Weapon012,,,38,23,38.38016529,Obtainable,Hard,Primary,,950,1400,940.2985075,70,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,1.833333333,5250,3.75,0.2,900,20,N/A,0,20,13.43283582,15,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.04145156973,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 1400|     Sustained Damage Per Second: 940.2985075|     Damage Per Shot: 70|     Fire Rate: 20/sec|     Ammo Capacity: 75|     Reload: 20sec|     Accuracy: 4.75 Degrees Spread|     Range: Ballistic|     Projectile Speed: 900m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||This is an enhanced model compared to the original design featuring overall better performance.",,,,,Cat 1,Var 0,MT,Yes,Yes,AF20,AF20,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,20,1,1,1.833333333,3.75,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,Weapon012,Weapon017,7,ranger,assault
1,Weapon017,AF40,85,100.00%,1,1,1,75,110,3,0,900,330,4.75,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,Weapon017,AF19,,,,47,32,47.90082645,Obtainable,Hard,Primary,,1175,1700,1141.791045,85,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,1.833333333,6375,3.75,0.2,900,20,N/A,0,20,13.43283582,15,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.04145156973,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 1700|     Sustained Damage Per Second: 1141.791045|     Damage Per Shot: 85|     Fire Rate: 20/sec|     Ammo Capacity: 75|     Reload: 20sec|     Accuracy: 4.75 Degrees Spread|     Range: Ballistic|     Projectile Speed: 900m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||A complete redesign has solved some core issues with the previous designs allowing for yet further improvements to performance and paves the way for further improvements with continued refinement.",,,,,Cat 1,Var 0,LET,Yes,Yes,AF40,AF40,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,20,1,1,1.833333333,3.75,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,NewWep7,Weapon020,8,ranger,assault
1,Weapon020,AF60,115,100.00%,1,1,1,85,100,3,0,940,370,4.25,0,2,1,0,0,Ballistic Range,0,1,Assault Rifles,Assault Rifle,Weapon020,AF20,,,,58,46,58.31404959,Obtainable,Hardest,Primary,,1650,2300,1652.112676,115,1,Default,FALSE,FALSE,N/A,1,0.15,3600,0,1.666666667,9775,4.25,0.2,940,20,N/A,0,20,14.36619718,15.66666667,None,0,0,0,0,N/A,Default,0,0,1,1,0,0,0.0370882466,,,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,0.3,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,-1,N/A,N/A,N/A,N/A,"<font face=%dq%$FixedFont%dq% color=%dq%#ffffff%dq%>     Damage Per Second: 2300|     Sustained Damage Per Second: 1652.112676|     Damage Per Shot: 115|     Fire Rate: 20/sec|     Ammo Capacity: 85|     Reload: 20sec|     Accuracy: 4.25 Degrees Spread|     Range: Ballistic|     Projectile Speed: 940m/s|     Zoom: 2x||<font face=%dq%$NormalFont%dq% color=%dq%#80c3f5%dq%>|The standard weapon of any infantry force.  The Assault Rifle is the perfect blend of damage, range and flexibility.  Can aim down sights with the alternate fire button giving you zoomed vision perfect for picking off distant targets.||The AF line of rifles was developed specifically by the EDF for combating the Giant Insects using data they gathered over many battles.  The result is a fine tuned killing machine that excells in any combat scenario.||A previous design overhaul opened up potential for further improvment and this model capitalises on this improving performance even further.  The result is truely monsterous performance compared to previous models.",,,,,Cat 1,Var 0,ET,Yes,Yes,AF60,AF60,0,No,No,No,0,0,N/A,N/A,N/A,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,20,1,1,1.666666667,4.25,5,1,1,1,5,0.25,1,1,1,0.00000001,0.00000001,1,25,5,1,1,10,10,1,0.25,0.1,0.25,Default,Default,Default,Default,Default,Default,Default,Default,Weapon017,Weapon025,9,ranger,assault
